212
0	743	0
0	440	0
0	926	0
0	1847	0
0	1376	0
0	782	0
0	632	0
0	527	0
0	368	0
0	1082	0
0	1271	0
0	3290	0
0	950	0
0	458	0
0	341	0
0	293	0
0	2138	0
0	434	0
0	1007	0
0	86	0
0	2525	0
0	1250	0
0	1751	0
0	965	0
0	938	0
0	239	0
0	1391	0
0	776	0
0	2282	0
0	323	0
0	1253	0
0	1568	0
0	494	0
0	359	0
0	1502	0
0	2237	0
0	1586	0
0	1304	0
0	1700	0
0	332	0
0	1064	0
0	506	0
0	1040	0
0	893	0
0	2399	0
0	1322	0
0	1217	0
0	1538	0
0	581	0
0	581	0
0	1901	0
0	347	0
0	3113	0
0	515	0
0	71	0
0	377	0
0	1316	0
0	5313	0
0	37	0
70	113	38
0	1094	0
0	1493	0
0	1142	0
0	4910	0
0	316	0
384	471	317
0	1283	0
0	779	0
0	929	0
0	1157	0
0	392	0
0	10	0
88	168	11
265	394	92
0	208	0
0	770	0
0	1565	0
0	749	0
826	867	750
0	566	0
0	461	0
0	254	0
0	314	0
0	968	0
0	551	0
0	743	0
0	1382	0
0	473	0
0	71	0
0	719	0
0	73	0
0	1811	0
0	797	0
0	851	0
0	3149	0
0	1250	0
0	647	0
0	1748	0
0	953	0
0	182	0
0	70	0
0	872	0
0	2861	0
0	665	0
0	71	0
0	72	0
0	254	0
0	1091	0
0	647	0
0	266	0
0	236	0
0	998	0
0	344	0
0	1835	0
0	1478	0
0	266	0
0	122	0
0	410	0
0	2228	0
0	629	0
0	71	0
0	1538	0
0	165	0
249	490	166
0	2612	0
0	99	0
0	406	0
714	720	407
0	188	0
0	6503	0
0	3680	0
0	1043	0
0	1184	0
0	1001	0
0	2771	0
0	1928	0
0	125	0
0	632	0
0	527	0
0	332	0
0	4223	0
0	383	0
0	1073	0
0	1475	0
0	350	0
0	509	0
0	827	0
0	206	0
0	446	0
0	1832	0
0	308	0
0	668	0
0	1451	0
0	1544	0
0	1691	0
0	2771	0
0	776	0
0	335	0
0	1895	0
0	36	0
56	100	37
0	410	0
0	473	0
0	1694	0
0	1463	0
0	3197	0
0	1562	0
0	956	0
0	440	0
0	1547	0
0	3995	0
0	947	0
0	782	0
0	227	0
0	752	0
0	2390	0
0	1328	0
0	4283	0
0	236	0
0	386	0
0	383	0
0	2141	0
0	353	0
0	572	0
0	515	0
0	461	0
0	1778	0
0	4829	0
0	548	0
0	2162	0
0	3056	0
0	6326	0
0	1175	0
0	1088	0
0	158	0
0	359	0
0	104	0
159	404	105
457	486	351
0	266	0
0	72	0
0	1556	0
0	467	0
0	950	0
0	548	0
0	1106	0
0	197	0
0	374	0
0	1085	0
0	2498	0
0	1091	0
0	191	0
